"Step","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_sem8geo32v40:train - tok_s__MAX","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - tok_s__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - tok_s__MAX"
"1701","17659.515277467362","17659.515277467362","17659.515277467362","13277.271551072543","13277.271551072543","13277.271551072543","17724.47011020879","17724.47011020879","17724.47011020879"
"1711","17658.504606853574","17658.504606853574","17658.504606853574","12078.160141909466","12078.160141909466","12078.160141909466","17776.8971430575","17776.8971430575","17776.8971430575"
"1721","17739.489907991727","17739.489907991727","17739.489907991727","12198.374353610181","12198.374353610181","12198.374353610181","17662.26659776983","17662.26659776983","17662.26659776983"
"1731","17644.912395186173","17644.912395186173","17644.912395186173","12260.354331850085","12260.354331850085","12260.354331850085","17732.54649116784","17732.54649116784","17732.54649116784"
"1741","17902.466910461793","17902.466910461793","17902.466910461793","12515.12710110147","12515.12710110147","12515.12710110147","17594.413884290858","17594.413884290858","17594.413884290858"
"1751","17959.971233330707","17959.971233330707","17959.971233330707","12753.225285285009","12753.225285285009","12753.225285285009","17677.305416557087","17677.305416557087","17677.305416557087"
"1761","18127.76028030777","18127.76028030777","18127.76028030777","12437.345533288202","12437.345533288202","12437.345533288202","17870.980706277987","17870.980706277987","17870.980706277987"
"1771","18057.84662457949","18057.84662457949","18057.84662457949","12921.41866258485","12921.41866258485","12921.41866258485","17859.67333668531","17859.67333668531","17859.67333668531"
"1781","18329.94457421384","18329.94457421384","18329.94457421384","12696.080759741257","12696.080759741257","12696.080759741257","17662.28021643735","17662.28021643735","17662.28021643735"
"1791","18189.850433030184","18189.850433030184","18189.850433030184","12854.227376985025","12854.227376985025","12854.227376985025","17493.93016109112","17493.93016109112","17493.93016109112"
"1801","18058.61837843727","18058.61837843727","18058.61837843727","13019.690252955785","13019.690252955785","13019.690252955785","17818.896109076322","17818.896109076322","17818.896109076322"
"1811","18411.82288052217","18411.82288052217","18411.82288052217","13320.75214351177","13320.75214351177","13320.75214351177","17630.460964168004","17630.460964168004","17630.460964168004"
"1821","18583.516365881467","18583.516365881467","18583.516365881467","13224.925347706689","13224.925347706689","13224.925347706689","17683.79940761145","17683.79940761145","17683.79940761145"
"1831","18357.51905438673","18357.51905438673","18357.51905438673","13394.57190228073","13394.57190228073","13394.57190228073","17846.536090339978","17846.536090339978","17846.536090339978"
"1841","18353.148011302834","18353.148011302834","18353.148011302834","13036.322909736022","13036.322909736022","13036.322909736022","16934.13308379816","16934.13308379816","16934.13308379816"
"1851","18398.570553715086","18398.570553715086","18398.570553715086","13236.704340174047","13236.704340174047","13236.704340174047","17741.48203505959","17741.48203505959","17741.48203505959"
"1861","18171.07476566234","18171.07476566234","18171.07476566234","13024.063054182478","13024.063054182478","13024.063054182478","17668.956707185058","17668.956707185058","17668.956707185058"
"1871","18160.73476029598","18160.73476029598","18160.73476029598","13070.146704631168","13070.146704631168","13070.146704631168","17834.710860683095","17834.710860683095","17834.710860683095"
"1881","18214.43425018254","18214.43425018254","18214.43425018254","9528.43090869103","9528.43090869103","9528.43090869103","17760.292828288282","17760.292828288282","17760.292828288282"
"1891","18265.486053331697","18265.486053331697","18265.486053331697","11971.416069674025","11971.416069674025","11971.416069674025","17855.248781715927","17855.248781715927","17855.248781715927"
"1901","18227.37997924181","18227.37997924181","18227.37997924181","12367.655147482868","12367.655147482868","12367.655147482868","17768.19673518292","17768.19673518292","17768.19673518292"
"1911","18267.30083810927","18267.30083810927","18267.30083810927","12241.34622406754","12241.34622406754","12241.34622406754","17504.66377581674","17504.66377581674","17504.66377581674"
"1921","18283.64425279312","18283.64425279312","18283.64425279312","12389.970150006879","12389.970150006879","12389.970150006879","17569.779655816532","17569.779655816532","17569.779655816532"
"1931","17662.1995686967","17662.1995686967","17662.1995686967","12551.383820534393","12551.383820534393","12551.383820534393","17725.33153844822","17725.33153844822","17725.33153844822"
"1941","17655.10697423082","17655.10697423082","17655.10697423082","12713.93682217897","12713.93682217897","12713.93682217897","17831.610182759403","17831.610182759403","17831.610182759403"
"1951","17642.783217837372","17642.783217837372","17642.783217837372","12483.025368520386","12483.025368520386","12483.025368520386","17245.413950056798","17245.413950056798","17245.413950056798"
"1961","17545.418940774394","17545.418940774394","17545.418940774394","12685.446396827192","12685.446396827192","12685.446396827192","17513.21196637483","17513.21196637483","17513.21196637483"
"1971","17635.273496928465","17635.273496928465","17635.273496928465","12974.829308577995","12974.829308577995","12974.829308577995","17838.20554491754","17838.20554491754","17838.20554491754"
"1981","17697.44649192194","17697.44649192194","17697.44649192194","12797.92394117392","12797.92394117392","12797.92394117392","13556.216456735838","13556.216456735838","13556.216456735838"
"1991","17709.795806619193","17709.795806619193","17709.795806619193","13287.84994239908","13287.84994239908","13287.84994239908","13516.633846418057","13516.633846418057","13516.633846418057"
"2001","17953.18469669004","17953.18469669004","17953.18469669004","12834.47000999314","12834.47000999314","12834.47000999314","13558.325867084035","13558.325867084035","13558.325867084035"
"2011","17804.037425196813","17804.037425196813","17804.037425196813","12775.835738604925","12775.835738604925","12775.835738604925","13117.329756219466","13117.329756219466","13117.329756219466"
"2021","17966.910946205327","17966.910946205327","17966.910946205327","13315.86050662783","13315.86050662783","13315.86050662783","13806.323941475699","13806.323941475699","13806.323941475699"
"2031","18238.377220864393","18238.377220864393","18238.377220864393","13441.621363130327","13441.621363130327","13441.621363130327","13668.162790808687","13668.162790808687","13668.162790808687"
"2041","18270.6262490817","18270.6262490817","18270.6262490817","13036.244565210658","13036.244565210658","13036.244565210658","13300.075304768283","13300.075304768283","13300.075304768283"
"2051","18298.676497953114","18298.676497953114","18298.676497953114","12999.327253812078","12999.327253812078","12999.327253812078","13433.85927615225","13433.85927615225","13433.85927615225"
"2061","18506.555884839912","18506.555884839912","18506.555884839912","13236.057259691694","13236.057259691694","13236.057259691694","13629.34863656032","13629.34863656032","13629.34863656032"
"2071","18424.509039486755","18424.509039486755","18424.509039486755","11808.694531973357","11808.694531973357","11808.694531973357","13654.231083874192","13654.231083874192","13654.231083874192"
"2081","18305.908102570214","18305.908102570214","18305.908102570214","11901.38019670246","11901.38019670246","11901.38019670246","13650.621228233067","13650.621228233067","13650.621228233067"
"2091","18138.718923111603","18138.718923111603","18138.718923111603","12039.157773529356","12039.157773529356","12039.157773529356","13564.338371746548","13564.338371746548","13564.338371746548"
"2101","18054.34273462785","18054.34273462785","18054.34273462785","12250.19494881366","12250.19494881366","12250.19494881366","13506.658612786794","13506.658612786794","13506.658612786794"
"2111","18279.71762899748","18279.71762899748","18279.71762899748","12127.244751817307","12127.244751817307","12127.244751817307","13537.531313937216","13537.531313937216","13537.531313937216"
"2121","18144.166236693734","18144.166236693734","18144.166236693734","12255.123029549513","12255.123029549513","12255.123029549513","13217.0939908733","13217.0939908733","13217.0939908733"
"2131","18345.640777314682","18345.640777314682","18345.640777314682","12192.398181128","12192.398181128","12192.398181128","12834.784817029784","12834.784817029784","12834.784817029784"
"2141","18211.229553145728","18211.229553145728","18211.229553145728","12663.37903649756","12663.37903649756","12663.37903649756","13501.050517062971","13501.050517062971","13501.050517062971"
"2151","18371.34675286288","18371.34675286288","18371.34675286288","12879.118164051866","12879.118164051866","12879.118164051866","13432.566835705751","13432.566835705751","13432.566835705751"
"2161","18290.149222580087","18290.149222580087","18290.149222580087","12502.742813085877","12502.742813085877","12502.742813085877","13399.263035847634","13399.263035847634","13399.263035847634"
"2171","18270.96135779691","18270.96135779691","18270.96135779691","12817.068902633051","12817.068902633051","12817.068902633051","13663.569655021474","13663.569655021474","13663.569655021474"
"2181","18245.87025545338","18245.87025545338","18245.87025545338","12808.747057081691","12808.747057081691","12808.747057081691","13593.508031463723","13593.508031463723","13593.508031463723"
"2191","18300.039058203318","18300.039058203318","18300.039058203318","12793.507308155584","12793.507308155584","12793.507308155584","13456.906895633689","13456.906895633689","13456.906895633689"
"2201","18380.023781292668","18380.023781292668","18380.023781292668","12897.24288060404","12897.24288060404","12897.24288060404","13372.512935900259","13372.512935900259","13372.512935900259"
"2211","17116.772314898226","17116.772314898226","17116.772314898226","13035.405072407782","13035.405072407782","13035.405072407782","13515.742517735798","13515.742517735798","13515.742517735798"
"2221","17217.230102538873","17217.230102538873","17217.230102538873","13253.907439109784","13253.907439109784","13253.907439109784","13301.182569094066","13301.182569094066","13301.182569094066"
"2231","17201.17401387769","17201.17401387769","17201.17401387769","13031.54592520076","13031.54592520076","13031.54592520076","13204.854711704224","13204.854711704224","13204.854711704224"
"2241","17238.31647037029","17238.31647037029","17238.31647037029","13033.652539718218","13033.652539718218","13033.652539718218","13773.25592598169","13773.25592598169","13773.25592598169"
"2251","17264.046652346373","17264.046652346373","17264.046652346373","13097.73668114534","13097.73668114534","13097.73668114534","13221.607018634199","13221.607018634199","13221.607018634199"
"2261","17235.78125044921","17235.78125044921","17235.78125044921","13291.869157686508","13291.869157686508","13291.869157686508","13466.582392627892","13466.582392627892","13466.582392627892"
"2271","17501.02171720322","17501.02171720322","17501.02171720322","13129.636347770129","13129.636347770129","13129.636347770129","13551.591383796429","13551.591383796429","13551.591383796429"
"2281","17469.837157949874","17469.837157949874","17469.837157949874","11851.310565269927","11851.310565269927","11851.310565269927","13071.01285999161","13071.01285999161","13071.01285999161"
"2291","17750.80324604271","17750.80324604271","17750.80324604271","11882.103704548148","11882.103704548148","11882.103704548148","13641.775171111702","13641.775171111702","13641.775171111702"
"2301","17632.88422236349","17632.88422236349","17632.88422236349","11740.997156331463","11740.997156331463","11740.997156331463","12958.929227035655","12958.929227035655","12958.929227035655"
"2311","17831.773684311313","17831.773684311313","17831.773684311313","12162.968158694148","12162.968158694148","12162.968158694148","13562.172157626199","13562.172157626199","13562.172157626199"
"2321","17914.33636654368","17914.33636654368","17914.33636654368","12479.680100160092","12479.680100160092","12479.680100160092","13305.907835189764","13305.907835189764","13305.907835189764"
